Категория;Подкатегория;Группа;Подгруппа;Товар;Бренд;Максимальная продажная цена;Средняя цена продажи (руб)
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Радость вкуса Царицынский 50% 125г нарезка Россия;Радость вкуса; 103 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.21. Сыры сычужные полутвердые тертые шт;Сыр Эстонский тертый 250г;Не бренд; 103 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.18. Камамбер (шт);БЗМЖ Сыр Камамбер ОКЕЙ 50% 125г;О'кей; 103 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Голландский Город Сыра 48% 125г Россия;Город Сыра; 103 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Маасдам 150г слайсы Валио;Valio; 102 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр Creme Blanche Meggle мягкий с томатами и луком 60% 150г Сербия;Meggle; 102 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр Creme Blanche Meggle мягкий с травами 60% 150г Сербия;Meggle; 102 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр Creme Blanche Meggle мягкий с хреном 60% 150г Сербия;Meggle; 102 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.20. Сыр плавленый тосты;Сыр плавленый Моцарелла Galbani 45% 150г;Galbani; 102 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр творожный Плавыч Fetachini с зеленью 200г Россия;Плавыч; 102 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр творожный Плавыч Fetachini сливочный 200г Россия;Плавыч; 102 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;БЗМЖ Сыр плавленый President Козий с творогом из козьего молока 45% 140г Россия;President; 101 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сыр Mimin Чечил-Косичка домашний копченый 40% 110г Россия;Mimin; 101 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавленый Андронова лавка с белыми грибами 50% 175г фас Россия;Андронова Лавка; 100 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.23. Сыр плавленый десертный;БЗМЖ Сыр плавленый ОКЕЙ Шоколадный 200г Россия;О'кей; 100 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Голландский 45% Луговая свежесть 125г нарезка Россия;Луговая свежесть; 99 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Пошехонский 45% Луговая свежесть 125г нарезка;Луговая свежесть; 99 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Российский 50% Луговая свежесть 125г нарезка Россия;Луговая свежесть; 99 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;Моцарелла мягкий 45% BONFESTO 1 шарик 100г (шт);Bonfesto; 99 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;Сыр Arla Castello Danablu с голубой плесенью 60% 100г;Arla; 99 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.21. Сыры сычужные полутвердые тертые шт;БЗМЖ Сыр плавленый ЧЕДДЕР Настоящая Орбита тертый 150г фп;орбита; 98 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;Плавленый сырный продукт FetaGreek Сиртаки 55% 200г Россия;Сиртаки; 98 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;СЗМЖ Сыр копченый Золотые Горы Спагетти 120г Россия;Золотые горы; 98 ; 98 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;СЗМЖ Сыр Спагетти Золотые Горы белый 120г Россия;Золотые горы; 98 ; 98 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.20. Сыр плавленый тосты;БЗМЖ Сыр плав Oltermanni Легкий в ломтиках 38% 140г Россия;Oltermanni; 98 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр КМЗ Сырный бочонок копченый 40% 50г Россия;КМЗ; 98 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сыр Mimin Чечил-Балыковый домашний копченый 40% 100г Россия;Mimin; 98 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр Bonfesto Рикоттина молочный шоколад 30% 2шт х 100г Беларусь;Bonfesto; 97 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);Сыр Bonfesto Рикоттина 50% 2шт х 100г Беларусь;Bonfesto; 97 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);Сыр Bonfesto Рикоттина тоффи-карамель 30% 2шт х 100г;Bonfesto; 97 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;Сыр Pretto Mozzarella Fior di Latte 50% 125г;Pretto; 97 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плав Hochland ветчина 35% 100г фольга Россия;Хохланд; 97 ; 68 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плав Hochland сливочный 35% 100г фольга Россия;Хохланд; 97 ; 71 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый Hochland грибы 35% 100г фольга Россия;Хохланд; 97 ; 69 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;Сыр плавленый Витако Cheese Plate Эмменталь со вкусом голубой плесени 45% 140г Россия;Витако; 95 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Чечил Спагетти Сырная тарелка 30% 100г;Сырная тарелка; 95 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;Сыр рассольный Comella 40% 200г;Comella; 94 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр творож Hochland с зеленью 60% 140г круг Россия;Хохланд; 94 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр творож Hochland сливочный 60% 140г круг Россия;Хохланд; 94 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр творожный Hochland с грибами 140г круг Россия;Hochland; 94 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр Карат Домашний 20% 150г Россия;КАРАТ; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Rokler с ветчиной 200г ванночка Россия;Rokler; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Rokler сливочный 200г ванночка Россия;Rokler; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Чабан 60% 200г Россия;Чабан; 93 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Чечил Палочки Сырная тарелка 30% 100г;Сырная тарелка; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;Сыр плавленый Витако Cheese Plate сливочный с беконом 140г Россия;Витако; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Коралл 60% 200г Россия;КАРАТ; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.20. Сыр плавленый тосты;Сыр плавленый Hochland с салями 45% 150г ломтик Россия;Хохланд; 93 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Продукт сырный Колосок Золотые Горы копч 120г Россия;Золотые горы; 93 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Лайме Российский  150г нарезка;Laime; 93 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Тильзитер 45% 250г Granfor кусок;Гранфор; 92 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Радость вкуса Львиное сердце 50% 125г нарезка;Радость вкуса; 92 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сырный набор Hochland творож ванна с зел 140г + сыр творож круг слив 140г Россия;Hochland; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;Сыр плавленый President 8 долек ветчина 45% 140г Россия;President; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;Сыр плавленый President 8 сырков ассорти 45% 140г Россия;President; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;Сыр плавленый President Легкий 8 сырков сливочный 20% 140г Россия;President; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Снопик Дондуковский застольны 45% 100г Россия;Не бренд; 92 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Косичка ассорти Чизолини в/у 40г;Чизолини; 92 ; 84 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;Сыр Arla Apetina Mozzarella mini 45% 120г;Arla; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавлен из творога с ветчин  Алтайская Буренка 130г;Алтайская Буренка; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавлен из творога с грибам Алтайская Буренка 130г;Алтайская Буренка; 92 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавлен из творога с зеленью Алтайская Буренк 130г;Алтайская Буренка; 92 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Костромской 45% Луговая свежесть 125г нарезка;Луговая свежесть; 91 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;Сырный продукт Сиртаки Фета Греческая 200г;Не бренд; 91 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;Сыр плавленый President Ассорти-2  45% 140г Россия;President; 91 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;Сыр Zorka Чечил спагетти 30% 100г;Zorka; 90 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.15. Колбасный сыр;135.19.15.15. Сыр колбасный шт;Сырный продукт Плавная линия 55% 400г Россия;Плавная линия; 90 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Белый Медведь Спагетти копченый 70г Россия;Белый медведь; 90 ; 77 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.24. Сыры десертные;135.16.24.15. Сыры десертные шт;БЗМЖ Крем-сыр Italian Snack пармезан 50г;Italian Snack; 90 ; 82 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плав Карат с грибами д/супа 45% 90г Россия;КАРАТ; 90 ; 54 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плав Карат с луком д/супа 45% 90г фольга Россия;КАРАТ; 90 ; 54 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый с зеленью 'КАРАТ' м.д.ж. в с.в. 45%, 90 г, шт;КАРАТ; 90 ; 54 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый сливочный Бон Плезир с икрой 55% 200г Россия;БОН ПЛЕЗИР; 90 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Гауда Тбилисский МСЗ 45% нарезка 150г;Тбилисский; 89 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;"Сыр ""Российский"" 50% ж. слайсы 150 гр.";Сваля; 89 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Продукт сырный плавленый Дружба к завтраку 250г ванна Россия;Переяславль; 89 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Гауда  150г Granfor нарезка;Гранфор; 89 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр Arla Natura безлактозный мягкий 50% 150г пл/в;Natura; 88 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Продукт сырный плавленый Янтарный к завтраку 250г ванна Россия;Переяславль; 88 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Лайме Сливочный  150г нарезка;Laime; 88 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;Сыр Моцарелла 100г Чистая линия;Чистая линия; 88 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Бон Плезир с ветчиной 40% 200г Россия;БОН ПЛЕЗИР; 88 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавленый Бон Плезир Сливочный 40% 200г Россия;БОН ПЛЕЗИР; 88 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавленый Экона Морек с грибами 50% 180г Россия;Экона Морек; 88 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавл Президент Эмменталь 200г в ванночке;President; 88 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.18. Сыры сычужные твердые тертые шт;БЗМЖ Сыр Пармезан ОКЕЙ 40% тертый 40г;О'кей; 87 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Гауда Пан Ступка 150 г нарезка;Пан Ступка; 87 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Российский Пан Ступка 150 г нарезка;Пан Ступка; 87 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Granabella Чильеджини Моцарелла 40% 100г Россия;Granabella; 87 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;Сыр Луговая Свежесть Моцарелла Боккончини 45% 100г Россия;Луговая свежесть; 87 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;Сыр Луговая Свежесть Моцарелла Чильеджини 45% 100г Россия;Луговая свежесть; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Плавыч Янтарь 180г Россия;Плавыч; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;БЗМЖ Сыр плав Valio Viola Русское избранное 45% 130г Россия;Valio; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;Сыр плавленый Valio Viola сливочная сегменты 140г Россия;Valio; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.17. Сыр плавленый сегменты;Сыр плавленый Viola ассорти классическое 50% 130г Россия;Viola; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.23. Сыр плавленый десертный;Сыр плавленый Zhukovka шоколадный 30% 200г Россия;Zhukovka; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Чечиль Дондуковский копченый 45% 100г Россия;Не бренд; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сыр Шушенский копчёный балык 100г Россия;СЕМЕНИШНА; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сыр Шушенский Коса 100г Россия;СЕМЕНИШНА; 87 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавленый Экона Морек Янтарь 50% 180г Россия;Экона Морек; 87 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Дезир  Тбилисский МСЗ 45% нарезка 150г;Тбилисский; 86 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;Сыр Шушенский фигурный спагетти 100г Россия;СЕМЕНИШНА; 86 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сыр Шушенский фигурный копчёный спагетти 100г Россия;СЕМЕНИШНА; 86 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Чуйский с кедровым орехом 59% 180г Россия;Чуйский; 86 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Чуйский со вкусом бекона 59% 180г Россия;Чуйский; 86 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавленый Чуйский с грибами 175г Россия;Не бренд; 86 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плавленый Чуйский с грибами 59% 180г Россия;Чуйский; 86 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавл Виола  200г в ванночке;Valio; 86 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;Сыр Брынза Апетина 200г Арла;Standard; 85 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленный с луком ВИОЛА. Массовая доля жира в сухом веществе 50%, 90г;Viola; 85 ; 75 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый с ветчиной ВИОЛА. Массовая доля жира в сухом веществе 55%, 90г;Viola; 85 ; 74 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый сливочный ВИОЛА. Массовая доля жира в сухом веществе 55%, 90г;Viola; 85 ; 80 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сырные палочки копченая моцарелла 90г Чизквик Россия;CHEEZQWIK; 85 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;Сырные шарики копченая моцарелла 85г Чизквик Россия;CHEEZQWIK; 85 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Крем сыр творожный Продукты из Елани 60% 180г Россия;Продукты из Елани; 84 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Коса Дондуковская застольна 45% 100г Россия;Не бренд; 84 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);Сыр Bonfesto Рикотта груша/мед 50% 125г Беларусь;Bonfesto; 83 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);Сыр Bonfesto Рикотта дыня 50% 125г Беларусь;Bonfesto; 83 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);Сыр Bonfesto Рикотта печёное яблоко/корица 50% 125г Беларусь;Bonfesto; 83 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Продукт творожный Lappla со вкусом маринованных огурчиков 140г;Lappla; 83 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Косичка Сибирский 110г Россия;Сибирский; 83 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Гауда п/тверд нарезка 150г Фрико;Frico; 83 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;Сырный продукт Сиртаки Light д/греческого салата 200г;Сиртаки; 83 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый С белыми грибами 40%, фольга 90г Радость Вкуса;Радость вкуса; 83 ; 64 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый С бужениной 40%, фольга 90г Радость Вкуса;Радость вкуса; 83 ; 63 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый С вялеными томатами 40%, фольга 90г Радость Вкуса;Радость вкуса; 83 ; 63 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Сливочное утро Альпийский луг 45% 100г нарезка;Сливочное утро; 82 ;
